id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7545168,Private room in hip & historic area,2277452,Ilean,Brooklyn,Bedford-Stuyvesant,40.68346,-73.95551,Private room,58,2,30,2019-04-30,1.97,1,0
7545274,Charming 1 Bedroom Apt - Midtown East,25846948,Morgan,Manhattan,Upper East Side,40.7631,-73.96393,Entire home/apt,151,3,19,2017-06-26,0.41,1,0
7545750,Light Filled Studio Apartment,39539952,Jennifer,Manhattan,Inwood,40.86464,-73.92768,Entire home/apt,67,14,7,2018-09-08,0.15,1,21
7545751,Edgecombe Ave Room,39539913,Adam,Manhattan,Harlem,40.82599,-73.94238,Private room,100,1,0,,,1,0
7546039,Charming West Village Studio,39541748,Marcello,Manhattan,West Village,40.73764,-73.99887,Entire home/apt,185,3,4,2015-09-18,0.08,1,0
7546944,Modern In Classic Brownstone,198538,Francesco,Brooklyn,Crown Heights,40.67215,-73.94126,Entire home/apt,190,2,63,2018-10-25,1.41,1,0
7547439,"Quaint, Quiet East Village 1 BR",39549996,T.,Manhattan,East Village,40.72962,-73.98932,Private room,78,16,9,2019-04-18,0.19,1,23
7547481,Adorable Brooklyn Apartment,9646150,Lila (Eli),Brooklyn,Prospect-Lefferts Gardens,40.65845,-73.96064,Private room,60,1,140,2019-06-24,4.0,2,40
7547536,Greenwich Village: BEST Block,17122110,Paul,Manhattan,Greenwich Village,40.73528,-73.99744,Entire home/apt,210,2,193,2019-07-01,4.13,1,169
7547750,"ENTIRE, SUNNY APT IN HEART OF LIC",9970061,Nicole,Queens,Long Island City,40.7432,-73.95565,Entire home/apt,139,2,6,2016-01-03,0.13,1,0
7555283,Lovely 2 Bedroom in Upper West Side,39599671,Sara,Manhattan,Upper West Side,40.79045,-73.97361,Entire home/apt,200,5,12,2018-06-16,0.26,1,0
7555693,Clean White Room overlooking Bridge & River,39603420,Graham,Manhattan,Harlem,40.82652,-73.95304,Private room,75,1,151,2019-05-30,3.17,1,0
7556153,Fort Greene Sanctuary,16437254,Benjamin,Brooklyn,Fort Greene,40.68896,-73.97737,Entire home/apt,123,30,7,2019-03-09,0.19,21,342
7556587,Sunny Room in Harlem,39608626,,Manhattan,Harlem,40.82929,-73.94182,Private room,28,1,1,2015-08-01,0.02,1,0
7556669,Garden Facing Quiet Retreat,16437254,Benjamin,Brooklyn,Boerum Hill,40.68857,-73.98668,Entire home/apt,120,30,7,2018-05-05,0.15,21,360
7556814,Top Floor Brownstone - Park Slope,3894475,Kyle,Brooklyn,South Slope,40.66671,-73.98172,Private room,85,2,5,2018-07-24,0.1,3,0
7557546,Bright & Charming 2bdrm Minutes to Manhattan,9443343,Roula,Queens,Ditmars Steinway,40.77672,-73.91956,Entire home/apt,122,3,109,2019-07-03,2.34,1,271
7559243,Christmas in New York,39624147,Pauline,Manhattan,Midtown,40.76372,-73.98081,Entire home/apt,700,7,0,,,1,0
7560291,Upper West Side Studio Near All NYC,20670988,Moran,Manhattan,Upper West Side,40.794,-73.97632,Entire home/apt,99,5,16,2017-08-08,0.34,1,0
7560654,Beautiful 1BR in upper Manhattan- close to subway!,22863142,Sarah And Mike,Manhattan,Washington Heights,40.83353,-73.94393,Private room,110,4,45,2019-06-17,2.23,1,59
7560658,Perfect Brooklyn Loft Studio,8726365,Puja,Brooklyn,Williamsburg,40.70641,-73.96801,Entire home/apt,185,1,0,,,1,0
7560918,"Williamsburg Studio, oudoor patio",39635423,Maura,Brooklyn,Williamsburg,40.71272,-73.96632,Entire home/apt,120,1,0,,,1,0
7561257,"Beautiful, private 1BR in large shared apartment.",19914713,Samantha,Queens,Astoria,40.76254,-73.91415,Private room,89,2,7,2019-06-09,0.15,2,0
7561314,Private room in modern Bushwick Apt,39636434,Peter,Brooklyn,Bushwick,40.69095,-73.92386,Private room,48,4,8,2017-08-30,0.17,1,0
7561432,CHARMING ROOM W/ ROOF DECK ACCESS 2 :),4291007,Graham And Ben,Brooklyn,Clinton Hill,40.69342,-73.9611,Private room,90,30,20,2018-08-19,0.42,11,249
7561584,SUNNY COZY ROOM FOR 1 :),4291007,Graham And Ben,Brooklyn,Clinton Hill,40.69411,-73.96151,Private room,90,30,31,2018-10-10,0.66,11,314
7561686,Cozy Large Studio - Yankee Stadium,39639929,John,Bronx,Concourse,40.82381,-73.92725,Entire home/apt,110,1,1,2015-08-08,0.02,1,0
7561847,Large and sunny 1br in Harlem!,10095503,Sophia,Manhattan,Harlem,40.82112,-73.94962,Entire home/apt,150,1,7,2016-10-30,0.15,1,10
7561953,No better place than Prospect Place,1348134,Mareike,Brooklyn,Crown Heights,40.67552,-73.96041,Entire home/apt,120,5,4,2018-12-31,0.09,1,10
7562552,Classic 1BR Brownstone w/ Backyard,39639169,Marlene,Brooklyn,Bedford-Stuyvesant,40.68338,-73.92072,Entire home/apt,110,3,125,2019-06-25,2.66,1,315
7562611,Renovated 2 Rooms with balcony and ensuite bath,10475653,Izabel,Brooklyn,Windsor Terrace,40.64813,-73.97237,Private room,45,1,66,2019-07-01,1.38,3,228
7563487,Great private room open for Aug!!,3353772,Jackie,Brooklyn,Williamsburg,40.70889,-73.94113,Private room,75,1,1,2015-08-04,0.02,1,0
7563493,"Small Studio Private Suite by the Park近公園新小套房,鬧中取靜",39648442,A,Queens,Flushing,40.74823,-73.8084,Private room,65,1,158,2019-06-23,3.35,2,355
7563529,Apartment in Chelsea btwn 6th-7th Aves,39652597,Mackenzie,Manhattan,Chelsea,40.74466,-73.99504,Entire home/apt,170,2,4,2016-09-22,0.09,1,0
7563717,Spacious Studio in Midtown East,39655899,Ron,Manhattan,Midtown,40.75176,-73.96921,Entire home/apt,140,1,1,2015-08-26,0.02,1,0
7570475,Cosy Master bedroom in Midtown West,16173306,Ali,Manhattan,Hell's Kitchen,40.76548,-73.99155,Private room,90,1,0,,,1,0
7572103,Charming one bedroom NYC treasure! #10268,39699925,Avantika,Manhattan,Chinatown,40.71379,-73.99112,Entire home/apt,170,3,39,2019-07-03,0.85,1,19
7572534,Comfortable cool -  Manhattan - up to 2 guests,37579015,Ana,Manhattan,Hell's Kitchen,40.75894,-73.9915,Private room,90,1,142,2019-06-21,3.1,5,164
7572637,Lovely 2 bedroom prime location,4398238,Andrew,Brooklyn,Prospect Heights,40.67505,-73.96711,Entire home/apt,175,2,5,2016-09-18,0.11,1,0
7573103,Large 2.5 BR Apt In Park Slope,4565614,Jonathan,Brooklyn,South Slope,40.66293,-73.9838,Entire home/apt,135,1,3,2015-12-31,0.06,1,0
7573221,"Cozy, clean in Greenpoint Brooklyn!",5287536,Kaya,Brooklyn,Greenpoint,40.72961,-73.95656,Entire home/apt,120,1,0,,,1,0
7573321,Great NYC Apartment,1242357,Sam,Manhattan,Upper West Side,40.79397,-73.97376,Entire home/apt,175,3,1,2015-08-14,0.02,1,0
7573430,"Private, renovated & furnished room",6031454,Melanie,Brooklyn,Prospect-Lefferts Gardens,40.65591,-73.95866,Private room,40,15,2,2015-11-28,0.04,1,0
7574515,Furnished Columbia Apartment,38699335,Tom,Manhattan,Morningside Heights,40.80674,-73.96141,Private room,65,1,0,,,1,0
7574757,"Family-friendly, cozy guest room",39713675,Quami,Brooklyn,Bedford-Stuyvesant,40.68366,-73.9247,Private room,69,2,186,2019-06-05,3.89,1,6
7575626,Charming West Village Full Bed Apt,35307662,Lauren,Manhattan,Greenwich Village,40.73049,-74.00111,Private room,119,2,0,,,1,0
7576910,"Private Modern room, stained glass view",39725165,Amanda,Manhattan,Harlem,40.80256,-73.94524,Private room,85,30,27,2018-12-31,0.61,1,0
7577608,1 Large Bedroom plus 2nd bed,1355616,Carly,Brooklyn,Boerum Hill,40.68234,-73.98088,Private room,100,3,0,,,1,0
7579573,Sunny NYC studio in prime location,39742177,Elle,Manhattan,Upper West Side,40.78323,-73.97721,Entire home/apt,155,3,1,2015-08-07,0.02,1,0
7580481,Bright & Stylish Studio in the LES,10622338,Hester,Manhattan,Lower East Side,40.71767,-73.99004,Entire home/apt,160,1,26,2016-12-31,0.54,1,0
7581611,Room in Spacious Williamsburg Loft,18770940,Ronald,Brooklyn,Williamsburg,40.70461,-73.93845,Private room,50,21,16,2016-10-31,0.34,1,0
7581690,Spacious 2 Bedroom Apt,62791,Tal,Manhattan,Harlem,40.81208,-73.95097,Entire home/apt,125,3,1,2016-10-14,0.03,1,0
7581727,SOHO LUXURIOUS LOFTED STUDIO,27921486,Judd,Manhattan,SoHo,40.72487,-73.99858,Entire home/apt,350,1,0,,,1,0
7582706,1000 square feet of Luxury!,12757332,Jeremy,Manhattan,Financial District,40.70406,-74.01227,Entire home/apt,350,1,0,,,1,0
7583507,Lovely Clinton Hill Bedroom,23124921,Kyle,Brooklyn,Clinton Hill,40.68973,-73.96073,Private room,65,2,2,2015-08-16,0.04,1,0
7583901,Gorgeous 1 bedroom apt West Village,23299199,Marine,Manhattan,West Village,40.73453,-74.00656,Entire home/apt,247,1,0,,,1,0
7584885,Charming large room ...,23129690,Jing,Manhattan,Upper West Side,40.80089,-73.96752,Shared room,85,1,0,,,1,0
7590712,Cute & Cozy Short or Long Term Stay!,39805148,Chris,Queens,Jamaica,40.68692,-73.78022,Private room,45,1,63,2018-11-01,1.34,2,250
7592433,Sunny & stylish 1 BR in Greenpoint,3751296,Matt & Alex,Brooklyn,Greenpoint,40.72717,-73.94697,Entire home/apt,139,2,21,2016-10-03,0.45,1,188
7593263,Brand new 2bed/2bath garden apt steps from train,39808438,Easton,Brooklyn,Bushwick,40.68902,-73.9156,Entire home/apt,85,2,172,2019-06-17,3.6,5,136
7593556,Big Cozy Apt w/ lrg outdoor space!,34312106,Kenny,Queens,Ridgewood,40.69962,-73.90439,Entire home/apt,125,2,108,2019-06-16,2.28,1,321
7593985,UES - Private Studio with Kitchen,16382059,Sabrina,Manhattan,Upper East Side,40.77459,-73.9476,Private room,115,2,18,2016-02-15,0.38,1,0
7594252,"Charming, large and peaceful",13283118,Nathalie,Brooklyn,South Slope,40.66627,-73.98954,Entire home/apt,175,60,1,2019-04-22,0.38,1,282
7596078,"Funky, Quiet, Safe EV Walk-Up",4582155,Aaron,Manhattan,East Village,40.72475,-73.98009,Entire home/apt,140,3,0,,,1,0
7596341,Midtown Manhattan best Location,17675081,Nathalia,Manhattan,Midtown,40.7601,-73.96746,Private room,125,1,0,,,1,0
7597750,"One person, cozy room, real bed. 20 min to city!!!",26388084,Barbara & Andrzej,Queens,Long Island City,40.75037,-73.91265,Private room,59,4,28,2019-06-29,0.59,2,364
7597951,Private BR in Modern Apt @ LES,17868326,Joshua,Manhattan,Lower East Side,40.72028,-73.98182,Private room,80,3,1,2016-04-27,0.03,1,0
7599569,Quiet room in Bushwick! Looking for 1 month sublet,15762897,Davey,Brooklyn,Bushwick,40.69574,-73.9286,Private room,50,14,10,2016-06-06,0.21,1,0
7599621,"Sunny 1 Bed Apt. Greenpoint, BK",19037938,Abby,Brooklyn,Greenpoint,40.72541,-73.95279,Private room,45,12,0,,,1,0
7599873,GREAT APARTMENT IN BED STUY,7182520,Drew,Brooklyn,Bedford-Stuyvesant,40.6862,-73.9542,Entire home/apt,90,4,7,2018-08-08,0.15,1,18
7600297,Midcentury Inspired Plantlovers Apt,7399447,Lee And Kara,Brooklyn,Williamsburg,40.71163,-73.95186,Entire home/apt,250,7,33,2017-01-14,0.7,1,0
7601496,Spacious 1BR in Williamsburg,39706334,Erin,Brooklyn,Williamsburg,40.71009,-73.95398,Entire home/apt,140,1,0,,,1,0
7601870,Chelsea Chic,35102629,Marino,Manhattan,Chelsea,40.75013,-74.0033,Entire home/apt,215,1,75,2019-05-26,1.61,1,331
7602400,Stylish 1 BR in the heart of SoHo,2619307,Kameryn & Rob,Manhattan,SoHo,40.72634,-74.00101,Entire home/apt,180,3,6,2016-09-05,0.14,1,0
7602426,Charming Classic UWS 2BR & Balcony,18008678,Clayton,Manhattan,Upper West Side,40.80193,-73.97038,Entire home/apt,250,2,18,2018-05-19,0.38,2,0
7602442,Chelsea Apt Great Location,39868106,Michael,Manhattan,Flatiron District,40.74334,-73.99204,Entire home/apt,400,1,0,,,1,0
7602826,Amazing Chelsea-Flatiron Condo-Loft,2859398,Zafrullah,Manhattan,Chelsea,40.7457,-73.9939,Entire home/apt,700,5,1,2015-10-07,0.02,1,0
7603075,Adorable room in heart of Brooklyn,17163531,Beck,Brooklyn,Flatbush,40.65353,-73.95611,Private room,65,1,0,,,1,0
7603389,Private Room in Downtown Manhattan,39875363,James,Manhattan,Chelsea,40.7438,-73.99751,Private room,118,2,259,2019-07-01,5.44,1,47
7603640,Brand new in the heart of Tribeca,8617411,Benjamin,Manhattan,Tribeca,40.71978,-74.00968,Private room,1500,1,0,,,1,365
7603716,Zen Private Bedroom in Brooklyn Gem,10831168,Jennifer,Brooklyn,Fort Hamilton,40.61926,-74.03272,Private room,70,1,15,2019-06-30,0.39,1,22
7604021,Cozy studio close to Central Park,39880500,Marie,Manhattan,Upper West Side,40.79203,-73.96967,Entire home/apt,110,7,9,2019-05-27,0.19,1,19
7610785,Modern CottageStyle EarlyBirdDiscount! TimeSquare,39915290,A. Kaylee,Manhattan,Harlem,40.81095,-73.95296,Entire home/apt,299,3,90,2019-06-09,1.96,2,304
7611169,Spacious bedroom with large closet & quiet balcony,39916890,Marianne,Manhattan,East Village,40.7324,-73.98883,Private room,95,4,3,2016-07-23,0.08,1,0
7611764,Private Bedroom in Renovated Apt,87494,Kevin,Manhattan,Washington Heights,40.83431,-73.9402,Private room,70,2,2,2015-08-26,0.04,1,0
7612100,Sunny Spotless Manhattan apartment,39921605,Rachel,Manhattan,Upper West Side,40.80417,-73.96874,Private room,167,30,44,2018-03-06,0.92,5,188
7612456,"Private Bathroom, Room and Entrance on the UWS!",4936739,Bindia,Manhattan,Upper West Side,40.791,-73.9722,Private room,103,5,42,2019-07-01,1.49,1,221
7615409,AMAZING 1 BR APT LES/Chinatown NYC,39938343,Aleksey,Manhattan,Lower East Side,40.71813,-73.99231,Entire home/apt,145,6,13,2018-06-03,0.27,1,0
7615496,88 By The Park w/Parking Space,37676608,Akini,Brooklyn,Canarsie,40.63118,-73.89679,Entire home/apt,100,2,187,2019-06-16,3.93,1,300
7615693,Amazing 4 Bdrm Brownstone Apt,39940356,Craig,Brooklyn,Fort Greene,40.6874,-73.97484,Entire home/apt,275,6,8,2019-04-28,0.23,1,9
7616651,Cute room in large apartment.,3663218,John Conor,Brooklyn,Williamsburg,40.71405,-73.94129,Private room,60,1,1,2015-08-18,0.02,2,0
7617511,Cute room in Williamburg,6828611,Ashley,Brooklyn,Williamsburg,40.70854,-73.95281,Private room,70,1,4,2015-12-29,0.09,1,0
7618832,NoLiTa Creative Live/Work Pad,1464880,Costas,Manhattan,Nolita,40.72118,-73.99575,Entire home/apt,300,4,4,2019-06-04,0.09,1,89
7619082,Sunny & Spacious W'burg 2 Bed & 2 Bath Penthouse,710443,Andrew,Brooklyn,Williamsburg,40.71534,-73.96633,Entire home/apt,370,2,132,2019-07-06,3.14,1,257
7619996,"Relaxing, cozy corner of Harlem",16662303,Grace,Manhattan,Harlem,40.81835,-73.94138,Private room,50,1,2,2015-09-14,0.04,1,0
7620336,$1200/ Feb.16th---Mar.13th *^COZY STUDIO APARTMENT,39968155,Brad,Manhattan,East Harlem,40.79106,-73.94588,Entire home/apt,65,20,0,,,1,0
7620355,Sunny large room in Bushwick,38670785,Maxime,Brooklyn,Bushwick,40.70189,-73.92872,Private room,68,1,1,2015-08-31,0.02,1,0
7620763,Lovely Bsmt Apt. Nr trn  to NYC - No Cleaning Fee,15163256,Faigie,Brooklyn,Sheepshead Bay,40.60633,-73.95704,Private room,92,3,60,2019-06-17,1.29,3,334
7621629,Your cozy spot in Upper West Manhat,39977656,Hongqing,Manhattan,Upper West Side,40.80299,-73.96465,Private room,40,9,0,,,1,0
7621698,A cozy place in Astoria,39978385,Andraz,Queens,Astoria,40.76979,-73.92019,Entire home/apt,100,10,7,2019-06-29,0.15,1,0
7622042,"Sunny, quiet home away from home",35743318,David,Manhattan,Upper East Side,40.77756,-73.94859,Private room,140,7,9,2018-09-13,0.6,1,204
7627784,Modern & Stylish HK Private Bedroom,6684858,Jd,Manhattan,Hell's Kitchen,40.76769,-73.99405,Private room,150,3,17,2019-05-24,0.37,1,364
7629563,Bright and Clean Room for You!,13866555,Kelli,Brooklyn,Bedford-Stuyvesant,40.68268,-73.92825,Private room,45,1,2,2015-09-03,0.04,1,0
7629972,"1br w/full ba,spacious and private",16929791,Tijana,Brooklyn,Columbia St,40.6851,-74.00228,Private room,70,7,2,2019-05-21,0.17,1,32
7630422,Upper West Side Perfection,37138251,Matthew,Manhattan,Upper West Side,40.78733,-73.97364,Entire home/apt,230,1,161,2019-06-21,3.39,1,347
7631233,Room at astoria,22994376,Yoshihisa,Queens,Ditmars Steinway,40.78261,-73.91452,Private room,49,1,0,,,1,0
7631585,Spacious Well Kept Apartment 5 min to Midtown,40034304,Finley,Queens,Long Island City,40.75203,-73.9361,Private room,80,3,8,2018-10-23,0.56,1,0
7632128,Huge BR in Hell's Kitchen,19650141,Rahim,Manhattan,Hell's Kitchen,40.75563,-73.99742,Private room,105,1,0,,,1,0
7632166,1 private bedroom in cozy Apartment in Brooklyn,4596309,Daphne,Brooklyn,Bedford-Stuyvesant,40.68317,-73.91432,Private room,40,3,3,2016-09-12,0.07,1,0
7632182,Murray Hill Luxury ApT w/ BALCONY,40037773,Brandon,Manhattan,Kips Bay,40.7438,-73.9781,Private room,90,3,19,2016-03-22,0.43,1,0
7632731,"3 Bdr Upper West Side Elegance, 2500sq ft",39455276,Doug,Manhattan,Upper West Side,40.7874,-73.97381,Entire home/apt,600,10,2,2018-08-03,0.06,1,36
7632804,Private room in shared apt.,40041424,Marisela,Brooklyn,Crown Heights,40.67215,-73.94281,Private room,50,2,2,2015-09-09,0.04,1,0
7633154,3 bedrms; ideal for 4-5 persons,3672503,Steven,Brooklyn,South Slope,40.66307,-73.9834,Entire home/apt,195,3,84,2019-07-06,1.77,1,18
7633507,Spacious West Village Apartment,15192120,David,Manhattan,West Village,40.73866,-74.00537,Entire home/apt,200,3,0,,,1,0
7634327,Spacious 2BR Duplex in East Village,9584747,Aaron,Manhattan,East Village,40.72178,-73.98212,Entire home/apt,250,2,11,2017-01-03,0.24,1,0
7636280,Calm and Cute Entire Studio,40058595,Sloane,Manhattan,Upper East Side,40.77865,-73.94858,Entire home/apt,175,2,4,2016-05-29,0.08,1,0
7636474,Big Room in Greenpoint/Williamsburg,40062888,Kevin,Brooklyn,Greenpoint,40.7252,-73.95276,Private room,100,13,0,,,1,0
7636986,Cozy studio close to seven subway lines,1723544,Alessandro,Queens,Long Island City,40.75215,-73.93913,Entire home/apt,150,7,9,2018-05-25,0.19,1,9
7637047,Beautiful Studio on Park Avenue,15090552,Max,Manhattan,Midtown,40.74559,-73.98325,Entire home/apt,175,1,1,2015-08-01,0.02,1,0
7637101,Spacious 1 bedroom,2484520,Marcus,Manhattan,Morningside Heights,40.81033,-73.95897,Private room,150,1,0,,,1,0
7637112,Wyndham Vacation Resorts Condos,40068023,John,Manhattan,Midtown,40.75219,-73.97133,Entire home/apt,400,6,0,,,1,0
7637472,Bright room in 2BR apt in Nolita!,24170584,Lauren,Manhattan,Little Italy,40.71959,-73.99604,Private room,99,2,2,2015-10-06,0.04,2,0
7637901,"Perfect location, 15 min.Manhattan",39835878,Tuba,Queens,Ditmars Steinway,40.77648,-73.90987,Private room,70,3,13,2016-11-18,0.28,1,219
7638537,Private Bedroom on Queens Blvd,40072723,Maksud,Queens,Rego Park,40.72929,-73.8574,Private room,48,1,32,2017-08-29,0.92,1,0
7643399,APARTMENT WITH PARKING BY HOSPITAL,39918716,Kazi,Brooklyn,East Flatbush,40.65551,-73.94206,Entire home/apt,199,2,6,2017-10-02,0.16,1,130
7643901,Great Location For New Year's Weekend,39706100,Dan,Manhattan,Upper West Side,40.79317,-73.96956,Private room,90,3,6,2015-08-28,0.13,1,0
7644203,Spacious private apt in pre-war building,33853401,Frances,Brooklyn,Crown Heights,40.67714,-73.9486,Entire home/apt,130,2,3,2016-07-25,0.06,1,0
7644505,Contemporary Brooklyn Town House,29999716,Scott,Brooklyn,South Slope,40.66393,-73.98728,Entire home/apt,300,7,0,,,1,0
7645359,Old World Charm in Hip Brooklyn,7500,Russ,Brooklyn,Clinton Hill,40.68864,-73.96759,Entire home/apt,175,30,7,2019-03-02,0.17,1,27
7646092,Spacious room in Williamsburg,24001156,Jenny,Brooklyn,Williamsburg,40.71905,-73.94937,Private room,48,5,3,2015-11-18,0.06,1,0
7646751,Great Room in Williamsburg Brooklyn,40027302,Kooky,Brooklyn,Williamsburg,40.72002,-73.96028,Private room,70,3,90,2019-06-30,1.89,1,323
7646832,Historic Clinton Hill Townhouse,6182854,Douglas,Brooklyn,Clinton Hill,40.68458,-73.96332,Entire home/apt,380,3,5,2016-11-27,0.11,1,0
7647268,NiceRoomNiceNeighborhoodCloseMaimonidesHospital,40124500,Regina,Brooklyn,Borough Park,40.63741,-74.00118,Private room,45,1,43,2019-06-29,0.99,2,310
7647651,Private Bedroom in Large Loft,6072700,Adam,Brooklyn,Red Hook,40.67791,-74.0072,Private room,55,5,5,2019-06-22,0.1,1,0
7649693,"Beautiful, large and sunny bedroom",40138709,Dani,Brooklyn,Bedford-Stuyvesant,40.68847,-73.95634,Private room,32,1,0,,,1,0
7651418,Cute 1 Bed Apt in Lower East Side,40151792,Neil,Manhattan,Lower East Side,40.71903,-73.9904,Entire home/apt,160,5,10,2019-06-12,0.21,1,11
7651459,Trendy TriBeCa SoHo Suite,39726069,James,Manhattan,Tribeca,40.7187,-74.00384,Private room,107,1,2,2015-09-30,0.04,1,0
7651474,Bright Brownstone 2BR BedStuy Apt,405908,Robin & Bob,Brooklyn,Bedford-Stuyvesant,40.68248,-73.92811,Entire home/apt,155,2,139,2019-06-30,2.93,1,235
7651547,New York 3 Bedroom 3 Bath & Backyard City College,9209691,Anatha Angèle,Manhattan,Harlem,40.82206,-73.95234,Entire home/apt,275,4,5,2019-06-29,2.78,2,284
7652181,Sunny Room in Tropical Apartment,63607,Felix,Brooklyn,Williamsburg,40.71242,-73.95009,Private room,80,2,33,2017-12-30,0.7,1,0
7652877,Suite in The Upper East Side,40163236,Manuela,Manhattan,Upper East Side,40.77018,-73.95947,Entire home/apt,205,2,23,2017-01-05,0.61,1,0
7652929,Studio Apartment on Upper West Side,27784469,Elizabeth,Manhattan,Upper West Side,40.78557,-73.97214,Private room,150,1,2,2015-08-23,0.04,1,0
7652936,"Sunny, Tree-top Studio",18985761,Abraham,Brooklyn,Carroll Gardens,40.67763,-74.00108,Entire home/apt,99,59,17,2019-06-01,0.49,1,58
7654931,Private Moonlight Room in Brownstone Near Subway,40176101,Brady,Brooklyn,Bedford-Stuyvesant,40.6884,-73.9305,Private room,59,1,237,2019-06-28,5.09,7,70
7656308,Large Private Bedroom in Williamsburg Apartment,1311104,Christopher,Brooklyn,Williamsburg,40.71256,-73.95695,Private room,45,30,19,2019-03-21,0.43,1,0
7657879,Beautiful GRDN Apt Chelsea Meatpacking Min 30 days,1163318,Vanessa,Manhattan,Chelsea,40.74376,-74.00387,Entire home/apt,270,30,195,2019-03-17,4.26,1,270
7659042,Cozy Room 25 Minutes from Manhattan,23187157,Andrew,Brooklyn,Bushwick,40.70036,-73.91723,Private room,80,1,0,,,1,0
7660252,beautiful and spacious one bedroom.,18953786,Ehsan,Queens,Astoria,40.7655,-73.92169,Entire home/apt,150,3,21,2019-06-19,0.46,2,349
7660853,Lefferts Garden 1 bedroom,40010465,Luca,Brooklyn,East Flatbush,40.65429,-73.94917,Private room,35,1,1,2015-08-31,0.02,1,0
