id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
11605983,Brownstone living - 1BR in BK,12352188,Jasmin,Brooklyn,Boerum Hill,40.68792,-73.98999,Entire home/apt,125,5,8,2017-07-10,0.2,1,0
11609108,Luxurious SOHO 1 Bedroom,61391963,Corporate Housing,Manhattan,Little Italy,40.71885,-73.99572,Entire home/apt,142,30,6,2019-03-13,0.15,91,342
11609114,Studio APT Murray Hill (Gramercy),50556696,Jeremy,Manhattan,Kips Bay,40.74296,-73.97771,Entire home/apt,200,1,0,,,1,0
11610515,Opening my space while I travel,19479273,Ryan,Brooklyn,Bushwick,40.69019,-73.91574,Private room,45,1,0,,,1,0
11611298,Gramercy Garden Terrace,56372211,Gordon,Manhattan,Gramercy,40.73737,-73.97995,Private room,97,3,120,2019-07-01,3.04,1,18
11611809,2BR MODERN APT CONVENIENT LOCATION,1143620,Kris,Manhattan,Murray Hill,40.74742,-73.97724,Entire home/apt,229,3,1,2016-03-23,0.02,1,0
11617815,True NY Living- Times SQ  1 BR Apt,1265437,Niket,Manhattan,Hell's Kitchen,40.75573,-73.99228,Entire home/apt,175,1,57,2019-06-23,1.41,1,273
11618338,Beautiful new apt in Williamsburg,4829797,Chris,Brooklyn,Williamsburg,40.70589,-73.94749,Private room,63,7,1,2016-03-18,0.02,1,0
11618854,Walking distance  to LaGuardia airport,37312959,Maya,Queens,East Elmhurst,40.77107,-73.87559,Private room,45,1,412,2019-07-01,10.19,5,159
11619745,Hells Kitchen 3 Bedroom,61391963,Corporate Housing,Manhattan,Hell's Kitchen,40.76406,-73.991,Entire home/apt,185,30,3,2018-11-30,0.08,91,0
11619832,Luxury One Bedroom in Manhattan,51446803,Jibari,Manhattan,Harlem,40.83122,-73.94475,Shared room,50,1,67,2019-07-06,1.65,1,216
11619987,Luxurious SOHO 2 Bedroom,61391963,Corporate Housing,Manhattan,Little Italy,40.71957,-73.99573,Entire home/apt,175,30,3,2018-07-31,0.16,91,161
11620062,Brand New Luxurious 1 BR - Outdoor Space,61391963,Corporate Housing,Manhattan,Kips Bay,40.74053,-73.97906,Entire home/apt,133,30,7,2019-04-15,0.2,91,312
11620118,Amazing view from a private roof!,55468128,Reina,Brooklyn,Windsor Terrace,40.65959,-73.98222,Private room,62,1,208,2019-07-04,5.28,7,260
11620821,Great! Private Room in Sunnyside,58234433,Martin,Queens,Sunnyside,40.7364,-73.91923,Private room,90,1,36,2019-06-13,0.99,8,346
11624287,Best Neighborhood in Brooklyn!,23607758,Stefan,Brooklyn,Cobble Hill,40.68874,-73.99525,Private room,99,2,46,2019-06-22,1.15,1,66
11624421,Prvt Bedroom in Brooklyn Brownstone,20114391,Lisa,Brooklyn,Fort Greene,40.68465,-73.97069,Private room,61,60,2,2018-08-21,0.09,2,43
11624694,Newly Furnished 1BD Near Train!,2666654,Frankie,Queens,Ditmars Steinway,40.77536,-73.90781,Entire home/apt,120,1,268,2019-06-29,6.78,1,139
11625684,Astoria Suite - 20min to Manhattan,1172202,Funda,Queens,Ditmars Steinway,40.77123,-73.90932,Private room,100,1,107,2019-06-09,2.67,5,32
11627123,Warm and cozy,43128266,常春,Manhattan,Washington Heights,40.83463,-73.94,Shared room,32,1,32,2018-11-15,0.83,3,332
11627443,Upper East Side cozy private room,61601216,Sara,Manhattan,Upper East Side,40.7687,-73.95705,Private room,80,2,11,2017-04-17,0.31,1,0
11632924,Spacious One Bedroom Apartment,4383413,Alanna,Brooklyn,East Flatbush,40.64583,-73.94693,Entire home/apt,90,3,5,2017-01-02,0.14,1,0
11633801,Prospect Heights Three Bedroom,28808966,Christopher,Brooklyn,Crown Heights,40.67815,-73.96232,Entire home/apt,180,1,0,,,1,0
11634575,"Sunny, enchanting, spacious bedroom",61382075,Elena,Manhattan,Washington Heights,40.84398,-73.94064,Private room,65,4,2,2017-05-22,0.05,2,0
11634797,Fully furniture huge room in great apt,4187747,Carmel,Bronx,Riverdale,40.9008,-73.90639,Private room,49,6,2,2017-01-01,0.05,1,340
11635717,"Luxurious, sunny 2-bedroom apt.",61382075,Elena,Manhattan,Washington Heights,40.84326,-73.93901,Entire home/apt,100,14,1,2016-05-23,0.03,2,0
11636784,Spacious Art Duplex: 4 Full Beds + 3 BR + 3 Bath,22686950,Emily & Joseph,Brooklyn,Bushwick,40.69868,-73.93518,Entire home/apt,380,3,75,2019-06-17,1.94,1,290
11637578,Spacious and sunny room for rent,61684714,Grace,Manhattan,Washington Heights,40.84248,-73.93849,Private room,26,7,0,,,1,0
11638302,Washington Heights 1 bedroom,524597,Anjela,Manhattan,Washington Heights,40.8481,-73.93585,Entire home/apt,100,3,2,2017-01-01,0.06,1,0
11638339,Sunny bedroom with amazing view in East Village,1547578,Luc,Manhattan,East Village,40.72868,-73.98635,Private room,90,15,1,2017-04-20,0.04,1,0
11639083,The Heart of Lower East Side,25141383,Azeez,Manhattan,Lower East Side,40.71936,-73.98878,Private room,89,2,0,,,1,0
11639297,Modern New Condo  20 minutes to upper west side,61699814,Shanthi,Bronx,Kingsbridge,40.8787,-73.90098,Private room,35,30,7,2019-06-08,0.49,2,155
11639940,Peaceful + Sunny Greenpoint Room,2375701,Paul,Brooklyn,Greenpoint,40.7307,-73.95568,Private room,66,1,1,2016-03-12,0.02,1,0
11640318,"Executive Room Central Park-Comfort,Classy-Midtown",1709718,Victoria,Manhattan,Midtown,40.76453,-73.97769,Private room,285,1,32,2019-01-02,1.39,2,365
11640637,Riverside Single Room near Columbia,34220831,Yilin,Manhattan,Morningside Heights,40.81377,-73.96166,Private room,46,1,2,2016-07-29,0.05,1,0
11641258,Classic Loft in Gramercy/Flatiron - Amazing Value,61719199,Sameer,Manhattan,Flatiron District,40.73955,-73.98568,Entire home/apt,275,2,4,2018-01-01,0.1,1,0
11646497,Spacious Room in Stuyvesant Heights,21480710,Theodore,Brooklyn,Bedford-Stuyvesant,40.68486,-73.932,Private room,89,1,0,,,2,0
11649223,"3 Bedroom, family ready, in Harlem",254650,Brandi,Manhattan,Harlem,40.80306,-73.95308,Entire home/apt,250,1,1,2016-04-08,0.03,2,0
11649232,Modern Garden View Apartment,2483628,Nicoletta,Brooklyn,Williamsburg,40.713,-73.9653,Entire home/apt,200,4,50,2019-06-19,1.24,1,50
11650429,Spacious 2bd Condo w/ Private Patio,2422648,Sheena,Brooklyn,Prospect Heights,40.68112,-73.96492,Entire home/apt,175,2,15,2018-12-16,0.39,1,4
11650863,Cozy East Village Home,61800014,Shasta,Manhattan,Lower East Side,40.72093,-73.98493,Entire home/apt,140,1,144,2019-06-23,3.63,1,98
11651283,Luxurious 2 Bedroom,61391963,Corporate Housing,Manhattan,Upper East Side,40.78126,-73.94655,Entire home/apt,133,30,9,2018-12-21,0.26,91,311
11651455,Midtown East 2 Bedroom 3 Beds,61391963,Corporate Housing,Manhattan,Midtown,40.75688,-73.96815,Entire home/apt,150,30,9,2019-01-31,0.26,91,206
11651505,"与众不同,方便停车｡值得一试!",61804662,Niki,Queens,Flushing,40.76049,-73.81633,Private room,55,1,126,2019-06-18,3.13,2,180
11651554,Luxurious SOHO Apartment,61391963,Corporate Housing,Manhattan,Greenwich Village,40.72818,-73.99886,Entire home/apt,142,30,10,2019-05-27,0.25,91,157
11651929,"Large Sunny 1BR, 1 Block to Subway",3927655,Alexander,Manhattan,Washington Heights,40.83441,-73.93706,Entire home/apt,95,7,1,2016-03-18,0.02,1,0
11651980,Updated Midtown East 2 Bedroom 3 Beds,61391963,Corporate Housing,Manhattan,Midtown,40.75605,-73.96503,Entire home/apt,165,30,0,,,91,180
11652262,Sunny Williamsburg 1 Bedroom apt,1479763,Anthony,Brooklyn,Williamsburg,40.71228,-73.94211,Entire home/apt,150,3,7,2018-09-14,0.18,1,0
11652590,Chic Rooms in Large NYC Apt,26405086,Bill & May,Manhattan,Harlem,40.80069,-73.95341,Private room,99,28,2,2017-05-23,0.07,4,365
11652872,Executive 1 BR - Elevator & Laundry,61391963,Corporate Housing,Manhattan,Midtown,40.75589,-73.96753,Entire home/apt,133,30,7,2018-07-31,0.21,91,310
11653081,Mod Home Steps from Prospect Park,282655,Jenna,Brooklyn,Flatbush,40.64841,-73.96969,Entire home/apt,150,3,125,2019-07-01,3.32,3,264
11653913,spacious 1 BR heart of astoria,10575779,Andrea,Queens,Astoria,40.7588,-73.91762,Entire home/apt,190,2,1,2016-03-26,0.03,1,0
11654372,Amazing Combo Bedroom/Living Space,6001746,Kevin,Brooklyn,Bushwick,40.70478,-73.92767,Private room,60,21,0,,,1,0
11655500,Cozy Studio Apt in Prospect Heights,61842904,Catherine,Brooklyn,Crown Heights,40.67727,-73.96251,Entire home/apt,106,7,7,2019-06-20,0.18,3,26
11656367,Charming Brooklyn Apartment,61851697,Vivienne,Brooklyn,Bedford-Stuyvesant,40.69207,-73.94321,Entire home/apt,165,3,0,,,1,273
11656396,Designer Williamsburg Apt with Terrace,6392776,Stuart,Brooklyn,Williamsburg,40.71762,-73.94354,Entire home/apt,190,2,181,2019-06-25,4.51,1,229
11656721,3 bedroom near Park,46502890,Jackie,Queens,Jamaica Estates,40.72191,-73.78207,Private room,750,1,0,,,2,0
11656750,"Sunny, enormous apt, historic bldg",17548437,Michael,Bronx,Melrose,40.8183,-73.91938,Entire home/apt,150,5,58,2019-07-02,1.45,1,37
11657285,"Lofty 1 BDR w/huge, private backyard",15835554,Jessica,Brooklyn,Gowanus,40.67553,-73.98533,Entire home/apt,150,2,0,,,1,0
11657725,Spacious one-bedroom Apartment,61863502,Wei,Manhattan,Upper East Side,40.77933,-73.94862,Entire home/apt,119,5,1,2016-06-19,0.03,1,0
11657888,Super Comfy Convenient Room in Hip Brooklyn!!!!!,60346942,Josh & Madeleine,Brooklyn,Bedford-Stuyvesant,40.69165,-73.94345,Private room,62,1,244,2019-05-29,6.02,4,189
11658950,Huge King Size Room in East Village,21382844,Imran,Manhattan,Gramercy,40.73458,-73.98128,Private room,99,1,5,2017-04-23,0.16,1,0
11659008,"Safe, comfy convenient",52347885,Nicole,Brooklyn,Flatlands,40.63052,-73.92181,Private room,34,2,91,2019-06-23,3.1,2,78
11659242,Studio in Vibrant Lower East Side,24856724,George,Manhattan,Lower East Side,40.72005,-73.98911,Entire home/apt,129,4,78,2019-06-15,2.07,1,26
11659296,Apartment in Williamsburg - Long term lease,49572092,Laura,Brooklyn,Williamsburg,40.71976,-73.94234,Entire home/apt,105,180,10,2017-11-28,0.25,1,1
11660015,Charming Soho artist studio,8856151,Scott,Manhattan,SoHo,40.72616,-74.00102,Entire home/apt,229,4,0,,,1,0
11667455,Large pre-war apartment UWS,61938683,Lone,Manhattan,Upper West Side,40.78629,-73.98062,Entire home/apt,350,7,0,,,1,0
11667910,Great location-Newly updated-great new features,60500199,Valery,Manhattan,Harlem,40.80797,-73.94243,Entire home/apt,205,3,71,2019-06-03,1.76,1,331
11668469,Rockaway Beach Sunshine Paradise,61945871,Peter,Queens,Rockaway Beach,40.58587,-73.81652,Private room,85,2,15,2019-05-26,0.38,1,330
11670639,Sunny Apartment with a balcony,61962183,Christopher,Queens,Ditmars Steinway,40.77687,-73.90386,Private room,30,15,0,,,1,0
11671588,Townhouse 2 BR Central Park West,61391963,Corporate Housing,Manhattan,Upper West Side,40.78833,-73.97026,Entire home/apt,150,30,5,2019-05-31,0.27,91,311
11672400,BRIGHT Modern Spacious East Village Studio Apt,61972032,Giovanni,Manhattan,Gramercy,40.7318,-73.98322,Entire home/apt,186,2,169,2019-06-24,4.17,1,0
11672539,Downtown Brooklyn Luxury Building,52794726,Wendi,Brooklyn,Downtown Brooklyn,40.69789,-73.98259,Private room,50,1,0,,,1,0
11672600,Sunny Brownstone in Park Slope!!!!!,4992559,Drew,Brooklyn,Park Slope,40.67821,-73.97484,Entire home/apt,200,2,12,2016-10-01,0.31,1,0
11672849,Sunny room along riverside on 66th,57694481,Jillian,Manhattan,Upper West Side,40.7783,-73.98807,Entire home/apt,172,12,13,2019-06-22,0.37,1,34
11673282,LUX Doorman Gym ! 2 Bedroom5179,16098958,Jeremy & Laura,Manhattan,Upper East Side,40.77688,-73.95505,Entire home/apt,250,30,1,2017-04-05,0.04,96,333
11674309,Executive 1 BR - Washer Dryer,61391963,Corporate Housing,Manhattan,Kips Bay,40.74021,-73.97992,Entire home/apt,133,30,5,2018-03-05,0.15,91,311
11675095,Beauty Lrg furnished Stu 77 & B'way  Bay Windows,26584499,Ofir,Manhattan,Upper West Side,40.7824,-73.98215,Entire home/apt,150,30,4,2018-10-06,0.1,8,220
11675256,Luxury Apartment with Epic Views,34564001,Mike,Manhattan,Chelsea,40.74866,-73.98986,Entire home/apt,290,2,62,2019-03-06,1.53,1,19
11675341,1 bdrm Spacious Beautiful Apartment,62001039,Liz,Queens,Forest Hills,40.72227,-73.84173,Entire home/apt,120,2,4,2016-06-05,0.1,1,0
11675715,Cozy 1 BR Basement Apartment,56714504,Josue,Bronx,City Island,40.85139,-73.78414,Entire home/apt,95,1,227,2019-06-18,5.65,1,16
11675817,Your Own Studio in Lower East Side,1534857,Sandro,Manhattan,Chinatown,40.71674,-73.98995,Entire home/apt,120,7,1,2016-04-08,0.03,2,0
11676984,Luxury STUDIO * PVT Entrance * WOW,62014546,Nissim,Manhattan,Upper East Side,40.77654,-73.94904,Entire home/apt,165,1,141,2019-06-23,3.54,1,262
11677431,Serene and Minimal Room + Studio,3850478,Lili,Brooklyn,Greenpoint,40.72435,-73.94004,Private room,50,1,0,,,1,0
11677489,1 BR APT LOWER EAST SIDE,8756821,Franco,Manhattan,Chinatown,40.71555,-73.99091,Entire home/apt,180,2,10,2017-10-02,0.25,1,0
11678327,Sunny loft in Brooklyn,9073820,Lisa,Brooklyn,Bedford-Stuyvesant,40.69144,-73.95891,Private room,38,1,0,,,1,0
11679675,Huge Brooklyn Studio,61553719,Katrina,Brooklyn,Bedford-Stuyvesant,40.68205,-73.94469,Entire home/apt,85,2,39,2018-11-17,0.98,1,190
11680027,Charming 1BR Apt in LES Side,13305499,J. Ryan,Manhattan,Lower East Side,40.72025,-73.98372,Entire home/apt,145,2,3,2016-05-08,0.07,1,0
11684682,Bright sunny room in NYC!,116382,Anthony,Brooklyn,Crown Heights,40.67031,-73.94088,Private room,29,2,142,2019-05-19,3.54,5,0
11685868,"Modern, Sunlit Apartment w/ Balcony",3792156,Sophia,Brooklyn,Bedford-Stuyvesant,40.68795,-73.95203,Entire home/apt,120,1,6,2016-07-31,0.16,1,0
11687738,1 Bedroom with Outdoor Space,61391963,Corporate Housing,Manhattan,Upper East Side,40.76087,-73.96217,Entire home/apt,117,30,9,2019-05-31,0.27,91,173
11689818,Spacious Brooklyn Apartment,22808020,Genevieve,Brooklyn,Bushwick,40.69473,-73.91882,Entire home/apt,70,7,1,2016-08-09,0.03,1,0
11690836,Extended stay in a great studio,46036778,Elle,Manhattan,Upper East Side,40.75977,-73.95917,Entire home/apt,180,14,0,,,1,0
11691699,big & bright 2-bedroom by subway,12010675,Beverly,Brooklyn,Sunset Park,40.64997,-74.00347,Entire home/apt,115,2,4,2016-08-10,0.11,1,0
11693193,*CoZy Private Williamsburg Home*,62130666,Sal,Brooklyn,Williamsburg,40.70998,-73.94854,Entire home/apt,225,2,110,2019-07-07,2.74,1,124
11695094,Spacious UES 1BR with outdoor deck,45595980,Tny,Manhattan,Upper East Side,40.76798,-73.96755,Entire home/apt,140,30,4,2019-05-06,0.3,12,57
11695338,Quiet and Modern Haven in NYC,16234492,Denise,Bronx,Soundview,40.82442,-73.86193,Private room,45,2,6,2016-08-07,0.15,1,0
11696801,Large Private Room in 3 bdr apt-East Village,33214549,Alexandre,Manhattan,East Village,40.72573,-73.98406,Private room,119,1,1,2019-04-29,0.42,5,0
11697308,Spacious 1 BR Upper East Side,61391963,Corporate Housing,Manhattan,Upper East Side,40.78002,-73.95284,Entire home/apt,125,30,8,2019-05-31,0.23,91,343
11698352,Room avl from 03/30 to 04/03 in NYC,22769314,Sandra,Brooklyn,Williamsburg,40.71588,-73.95515,Private room,46,1,0,,,1,0
11699080,Single room in Bushwick w/backyard,1838844,Andrew,Brooklyn,Bushwick,40.70153,-73.9169,Private room,50,1,0,,,1,0
11700121,Historic Bed Stuy Floorthrough,1640615,Sarah,Brooklyn,Bedford-Stuyvesant,40.68353,-73.93478,Entire home/apt,150,5,1,2016-07-19,0.03,1,0
11701404,Luxury building studio in UWS,62192916,Anna,Manhattan,Upper West Side,40.77609,-73.98991,Entire home/apt,120,5,20,2019-06-07,0.5,1,34
11707920,"Brooklyn private bath by F,G train",14898658,Chadanut,Brooklyn,Kensington,40.64188,-73.98042,Private room,45,1,108,2019-06-19,2.68,11,23
11710327,Beautiful Ft. Greene Guest Suite w/ Full Kitchen,62249912,Myra,Brooklyn,Fort Greene,40.6876,-73.97083,Private room,115,28,39,2018-01-01,1.05,1,3
11712888,Private room available with river view!,412228,Natalie,Manhattan,Upper West Side,40.77889,-73.9878,Private room,95,14,0,,,1,0
11713899,Modern Exposed Brick Studio,39149459,Daisy,Manhattan,East Village,40.72428,-73.98748,Entire home/apt,110,1,1,2016-05-23,0.03,1,0
11714137,Charming home in Brooklyn,1486872,Kelly,Brooklyn,Gowanus,40.67061,-73.9904,Entire home/apt,250,7,5,2019-05-17,0.15,2,1
11714323,100% 5★ Reviews - Big 2-Bed 2-Bath – Central Wburg,10078038,Robert,Brooklyn,Williamsburg,40.71765,-73.95189,Entire home/apt,300,5,46,2019-06-22,1.18,1,29
11714752,Safe+Artsy+Clean Haven Near Manhattan/LGA!,17156658,Native,Queens,Astoria,40.76207,-73.90852,Private room,45,5,50,2019-06-28,1.27,1,145
11715256,Luxurious 2 BR - Gramercy,61391963,Corporate Housing,Manhattan,Kips Bay,40.74168,-73.9804,Entire home/apt,159,30,8,2019-03-25,0.37,91,190
11715392,"Two bedroom, Amazing location #10",3256433,Ira,Manhattan,Lower East Side,40.72223,-73.99189,Entire home/apt,220,30,3,2017-10-13,0.12,7,2
11715651,Brand New Luxurious 2 BR,61391963,Corporate Housing,Manhattan,Kips Bay,40.74044,-73.98029,Entire home/apt,159,30,3,2018-04-15,0.14,91,312
11716677,Private East village Studio NO roommates Full bath,23902914,John,Manhattan,East Village,40.73082,-73.98445,Entire home/apt,70,1,144,2019-06-25,3.55,1,49
11716947,"Plant-filled, sunlit home w/ yard",62298504,Jordan,Brooklyn,Greenpoint,40.7258,-73.9515,Private room,45,7,2,2016-09-08,0.05,1,0
11718329,Luxury Bright NYC Apartment,41411171,Asem,Manhattan,Upper West Side,40.79469,-73.96575,Private room,40,1,0,,,1,0
11718547,"Spacious Private Room, lots of character & light",18562674,Belkis,Manhattan,Harlem,40.8284,-73.94461,Private room,81,1,102,2019-06-01,2.7,2,90
11720001,Private Clean Bright Apt. in Harlem,62320186,Doris,Manhattan,Harlem,40.81327,-73.94628,Entire home/apt,190,2,46,2019-07-01,1.17,1,323
11720130,Luxurious 1BR Apt (Times Square),59625377,Bryan,Manhattan,Hell's Kitchen,40.75705,-73.99265,Entire home/apt,225,5,24,2019-06-25,0.96,1,42
11721727,Spacious Room near CUMC Campus,62335395,Franchesca,Manhattan,Washington Heights,40.85029,-73.93645,Shared room,360,1,0,,,1,0
11724873,Hell's Kitchen Hideaway,62359474,Brandon,Manhattan,Hell's Kitchen,40.75926,-73.99304,Entire home/apt,125,2,104,2019-07-03,2.63,1,5
11728836,roomy sunny apt in <3 of Astoria,10620222,Rebecca,Queens,Astoria,40.76711,-73.92046,Entire home/apt,95,3,1,2016-03-26,0.03,1,0
11730376,Creative Sanctuary Studio/1BR,1700752,Iliana,Queens,Elmhurst,40.74297,-73.87508,Entire home/apt,62,2,1,2019-03-29,0.29,1,0
11730504,Charming Brownstone Garden 1BR Historic Apartment,11292325,Diva,Manhattan,Harlem,40.81613,-73.94622,Entire home/apt,150,30,17,2018-12-15,0.42,1,157
11732848,Fort Greene Brooklyn mint rowhouse,292522,Jonathan,Brooklyn,Fort Greene,40.69014,-73.97347,Entire home/apt,495,5,10,2019-07-05,0.27,2,21
11732961,"Small, Cozy 1BD Apartment",5362257,Ron,Manhattan,Harlem,40.8249,-73.94288,Entire home/apt,130,3,74,2019-06-26,1.87,1,16
11735378,Inspired Space on Troutman,18466740,Ali,Brooklyn,Bushwick,40.69862,-73.93066,Private room,80,5,7,2019-01-04,0.18,1,300
11737524,Sunny studio in Greenpoint,11544181,Aram,Brooklyn,Greenpoint,40.72522,-73.94124,Private room,89,1,199,2019-06-23,5.07,1,114
11737916,Sunny Room 1/2 block from MTA,2350014,Laine,Brooklyn,Crown Heights,40.67073,-73.95021,Private room,55,1,0,,,1,0
11738831,Spacious 1 BDRM near Central Park,25116430,Michael,Manhattan,Upper East Side,40.77559,-73.95263,Entire home/apt,140,1,183,2019-06-05,4.56,1,63
11738951,Financial District Luxury building,61303786,孙浩,Manhattan,Financial District,40.70666,-74.00597,Private room,60,15,1,2016-05-02,0.03,1,0
11739071,XL Corporate 1 BR - Midtown East,61391963,Corporate Housing,Manhattan,Midtown,40.75639,-73.96593,Entire home/apt,142,30,3,2019-05-31,0.19,91,357
11739168,Updated 1 BR - Best Location,61391963,Corporate Housing,Manhattan,Upper East Side,40.77034,-73.96257,Entire home/apt,125,30,11,2019-04-11,0.32,91,105
11739698,Elevator 1 BR - Midtown West,61391963,Corporate Housing,Manhattan,Hell's Kitchen,40.75892,-73.98949,Entire home/apt,133,30,7,2019-06-22,0.21,91,281
11740163,Modern 1 Bdrm Apt off Bedford Ave,1709729,Jill,Brooklyn,Williamsburg,40.72138,-73.95757,Entire home/apt,200,30,45,2018-03-20,1.27,1,310
11740386,Williamsburg Loft,24458604,Austin,Brooklyn,Williamsburg,40.71813,-73.96464,Entire home/apt,85,5,2,2017-05-02,0.07,1,0
11741555,Fabulous Entire Townhouse in West Village!,62466366,Stephen,Manhattan,West Village,40.73405,-74.00789,Entire home/apt,625,5,12,2019-06-16,0.47,1,130
11742647,Your own cozy room in Gramercy,19962052,Thikshan,Manhattan,Gramercy,40.73586,-73.98028,Private room,100,2,33,2019-06-06,0.82,3,44
11743513,Sweet Brooklyn digs next to Pratt U (Classon Ave),19285185,Joel,Brooklyn,Clinton Hill,40.69388,-73.96201,Entire home/apt,176,5,12,2019-02-07,0.31,1,236
11745621,5 min walk to Times Square! Sleeps 4!,8208493,Teresa,Manhattan,Hell's Kitchen,40.76235,-73.98872,Entire home/apt,175,1,179,2019-07-07,5.71,1,116
11750272,"""Off the Beaten Path"" NYC OASIS",25059970,Jeffrey And Anna Rita,Staten Island,Clifton,40.62375,-74.07373,Entire home/apt,75,5,81,2019-06-19,2.04,1,155
11750766,SWEEPING VIEWS 23d FLR~SUTTON PLACE,2856748,Ruchi,Manhattan,Midtown,40.75754,-73.96129,Entire home/apt,245,30,0,,,49,334
11751327,Midtown East Elevator 1 Bedroom,61391963,Corporate Housing,Manhattan,Midtown,40.75387,-73.96744,Entire home/apt,125,30,11,2019-06-01,0.29,91,157
11751718,Modern 2 BR with high end Finishes,61391963,Corporate Housing,Manhattan,Kips Bay,40.74128,-73.98039,Entire home/apt,159,30,3,2019-03-01,0.11,91,310
11751916,Large 2BR apt. steps from Subway,62530335,Adam,Bronx,Concourse,40.8199,-73.9281,Entire home/apt,110,1,0,,,1,0
11752905,"Midtown East 2 BR, 3 Beds",61391963,Corporate Housing,Manhattan,Midtown,40.75573,-73.96835,Entire home/apt,150,30,7,2018-10-01,0.18,91,188
11753010,brooklyn rent apartment,62535444,Alex,Brooklyn,Brighton Beach,40.57891,-73.95388,Entire home/apt,99,1,88,2019-06-26,2.22,2,364
11753116,Luxury Style Space: ideal for short or longterm!,50199714,Dellasie,Brooklyn,Crown Heights,40.672,-73.94247,Private room,49,1,86,2019-06-10,2.16,1,4
11753760,Gorgeous apartment in Brownstone,62542300,Gary,Brooklyn,South Slope,40.66736,-73.98773,Private room,140,2,141,2019-07-05,3.63,1,268
11753792,MyrtleWash Townhouse,15423103,Jessica,Brooklyn,Clinton Hill,40.6954,-73.96705,Entire home/apt,200,30,1,2018-08-06,0.09,1,9
