id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
15681476,Luxury meets comfort in the heart of Williamsburg!,1314045,Tim,Brooklyn,Williamsburg,40.71361,-73.94804,Private room,109,1,228,2019-06-28,6.97,3,326
15685669,Private room in Williamsburg. Very close to train!,1314045,Tim,Brooklyn,Williamsburg,40.71326,-73.94947,Private room,99,1,220,2019-06-30,6.71,3,352
15686751,One bedroom in Williamsburg,48282875,Gonzalo,Brooklyn,Williamsburg,40.70604,-73.94307,Private room,55,3,4,2018-06-03,0.13,1,0
15693063,Cloud Suite,97186572,Olive,Manhattan,West Village,40.73088,-74.00378,Entire home/apt,300,1,59,2019-06-28,1.83,1,73
15693558,Large modern one bedroom apartment,19153021,Aliya,Manhattan,East Harlem,40.78982,-73.94263,Entire home/apt,220,7,0,,,1,0
15699791,Cozy Winged Bedroom in the East Village,59962617,Jennifer,Manhattan,East Village,40.72635,-73.98578,Private room,155,1,1,2017-03-21,0.04,1,0
15699803,Cozy Home in Harlem ✨,20414163,Sasha,Manhattan,Harlem,40.81102,-73.94712,Entire home/apt,133,4,23,2019-03-29,0.72,1,5
15699850,Space & Comfort in Victorian Brooklyn home,57812046,Dave + Suzanne,Brooklyn,Flatbush,40.64008,-73.96579,Entire home/apt,180,3,5,2018-01-07,0.15,2,0
15700484,SPACIOUS LUXURY 2 bedroom apartment in Brooklyn!,62413233,Eleanor & Kameon,Brooklyn,Bedford-Stuyvesant,40.67718,-73.91405,Entire home/apt,135,4,9,2018-05-20,0.29,1,0
15701072,DREAM MIDTOWN RENOVATED STUDIO,101378990,Grand,Manhattan,Midtown,40.74634,-73.98704,Private room,179,1,4,2017-06-20,0.13,1,337
15701663,Home sweet home in Harlem,26504092,Wangari,Manhattan,Harlem,40.81407,-73.95092,Entire home/apt,100,3,2,2017-01-05,0.06,1,0
15701672,Hidden gem walking distance to Central Park.,34061867,Aydin,Manhattan,Upper East Side,40.77079,-73.95922,Private room,100,2,17,2019-07-02,0.52,1,4
15702021,Large Room in Trendy Bushwick - 2,9864136,Anthony,Brooklyn,Bushwick,40.68602,-73.91522,Private room,45,1,2,2017-10-01,0.06,26,250
15703294,Ultra-modern East Village apartment in luxury bldg,1446988,James,Manhattan,East Village,40.73281,-73.98686,Entire home/apt,250,4,12,2019-05-05,0.37,1,3
15703497,Elevator Doorman GYM Deck! 5120,16098958,Jeremy & Laura,Manhattan,Murray Hill,40.74461,-73.97216,Entire home/apt,180,30,0,,,96,320
15704180,ARTIST LOFT in WILLIAMSBURG,1407676,Jessica,Brooklyn,Williamsburg,40.71623,-73.95777,Private room,350,1,19,2019-07-03,0.64,4,244
15704213,Room w/ Private Balcony River View,2134232,Crystal,Manhattan,Tribeca,40.71916,-74.01177,Private room,95,1,22,2017-08-18,0.68,2,0
15706724,"Ground floor,Private garden Patio - sleeps 6 - UES",78832142,Rory,Manhattan,Upper East Side,40.77851,-73.94985,Entire home/apt,218,2,60,2019-06-19,1.85,1,305
15706863,Jefferson Estates,101435219,Gretchen,Brooklyn,Bedford-Stuyvesant,40.69226,-73.93458,Entire home/apt,176,2,80,2019-07-01,2.52,2,197
15707188,Beautiful Bedroom In the Heart of Harlem,50145118,Sonia,Manhattan,Harlem,40.8091,-73.94241,Private room,89,1,3,2017-08-19,0.1,3,0
15709537,Cozy 1-bedroom apartment in LES,10773304,Lili,Manhattan,Lower East Side,40.71983,-73.98196,Entire home/apt,160,3,90,2019-06-22,3.17,1,147
15713028,Artsy Bedroom for Solo Traveler,101113595,Chloe,Brooklyn,Bedford-Stuyvesant,40.68012,-73.93862,Private room,89,2,2,2017-01-01,0.07,1,0
15713669,Cosy North Bronx studio apartment with Parking,101493347,Beverly,Bronx,Wakefield,40.89121,-73.85131,Entire home/apt,79,3,18,2018-09-25,0.57,1,5
15715221,"Safe, Cozy Artist Apt Steps From Central Park",37447483,Riley,Manhattan,Harlem,40.80102,-73.95401,Private room,70,3,62,2019-06-30,1.94,1,73
15715485,Beautiful Downtown Brooklyn Studio,8615868,Elle,Brooklyn,Park Slope,40.67829,-73.97891,Entire home/apt,100,1,0,,,1,0
15715486,Authentic artist loft space in Prime Williamsburg,4075380,Tanya,Brooklyn,Williamsburg,40.71551,-73.96356,Entire home/apt,150,30,3,2019-05-31,0.09,1,179
15715599,"Sprawling, Sunlit Gorgeous LOFT",7728010,Jane,Brooklyn,Bedford-Stuyvesant,40.69117,-73.95876,Private room,63,5,9,2019-05-26,0.28,1,342
15715946,Sunny room with private bathroom - 5m to L train,34875504,Juan P,Brooklyn,Bushwick,40.68992,-73.90951,Private room,63,2,20,2018-07-22,0.62,1,0
15716189,Comfy private room in great Astoria neighborhood,18192996,Jessica And Danny,Queens,Ditmars Steinway,40.7785,-73.91693,Private room,55,1,5,2017-03-12,0.15,2,0
15716633,Bright Spacious BK Room with Bath,22118802,Sara,Brooklyn,Bushwick,40.7007,-73.92359,Private room,90,3,3,2016-12-01,0.09,1,0
15717652,Williamsburg Gem: Sleep up to 5,101529107,Natalie,Brooklyn,Williamsburg,40.71124,-73.96451,Entire home/apt,164,2,1,2017-01-04,0.03,1,0
15717865,Beautiful private room in Queens NY,74782658,Gerardo,Queens,Glendale,40.70075,-73.88743,Private room,40,1,117,2019-07-01,3.63,1,300
15718412,Sunny 2 bd + Private rooftop on best GP street,14521207,Megan & Matt,Brooklyn,Greenpoint,40.72831,-73.95634,Entire home/apt,250,3,2,2018-03-23,0.11,1,0
15720448,Private Room in Luxury Building,101550977,Myko,Manhattan,Financial District,40.70488,-74.00744,Private room,95,5,45,2019-05-24,1.4,2,272
15720449,Luxury Building - Private Room,101550977,Myko,Manhattan,Financial District,40.70602,-74.00891,Private room,90,4,61,2019-05-29,1.9,2,246
15720498,Beautiful Bedroom: Spacious & Sunny!,25685076,Yoseph & Malky,Brooklyn,Kensington,40.63725,-73.97345,Private room,111,1,74,2019-06-30,2.28,1,156
15720621,2 family home. Top floor with private entrance way,101557399,Lydia,Brooklyn,East Flatbush,40.6418,-73.93947,Entire home/apt,120,2,56,2019-07-07,1.82,1,85
15721022,One-Bedroom Brooklyn Brownstone,34331702,Mariam,Brooklyn,Bedford-Stuyvesant,40.68887,-73.92903,Entire home/apt,95,4,20,2019-06-27,1.81,1,14
15721376,Views !  - Unique penthouse in UWS,69652097,Michele,Manhattan,Upper West Side,40.80131,-73.97114,Entire home/apt,175,21,5,2019-06-24,0.19,1,0
15721683,Your home while you explore NYC! Near Central Park,101569412,Agnes,Manhattan,East Harlem,40.78918,-73.94652,Entire home/apt,100,7,17,2018-09-17,0.54,1,11
15721685,Perfect location: Central to everything!,39668851,Hyggens,Brooklyn,Bedford-Stuyvesant,40.68338,-73.95075,Entire home/apt,100,5,11,2019-06-14,0.44,1,298
15721847,Colorful Artist Loft w. your own Ocean Oasis,909710,Claire,Brooklyn,Williamsburg,40.70634,-73.95338,Private room,49,5,17,2018-04-30,0.53,1,0
15725732,"2 Bedrooms apt,Modern New Renovated",101604346,Frank W,Brooklyn,Bay Ridge,40.63447,-74.02455,Entire home/apt,116,1,213,2019-07-01,6.55,1,314
15726990,Two-bedroom in the heart of Chelsea,15600805,Nissim,Manhattan,Chelsea,40.73975,-73.99848,Entire home/apt,265,3,2,2016-11-27,0.06,1,0
15728780,"SOMMwhere in NYC/ a unique, conscious artists loft",148108,Fatima,Manhattan,Lower East Side,40.72297,-73.98946,Private room,333,1,40,2019-06-10,1.27,2,62
15729325,Cozy Bedroom in a great location.,101632253,Linnette,Manhattan,East Harlem,40.78857,-73.94952,Private room,100,3,20,2018-06-10,0.66,1,188
15732405,Enjoy the city life without the noise,101643312,Tony,Queens,Queens Village,40.72816,-73.73874,Entire home/apt,320,30,0,,,2,180
15732669,Doorman 2 Windows City View Studio GYM W&D 5199,16098958,Jeremy & Laura,Manhattan,Theater District,40.76258,-73.98575,Entire home/apt,155,30,1,2017-01-02,0.03,96,309
15732778,"Huge space across from park, easy to Manhattan",3398280,Megan,Brooklyn,Prospect-Lefferts Gardens,40.65776,-73.96174,Private room,65,20,3,2019-04-30,0.39,1,35
15732919,Cozy. Clean. And affordable,101643312,Tony,Queens,Queens Village,40.72828,-73.73542,Private room,149,30,0,,,2,90
15733438,MASTER BR/ SUITE ( PRIVATE BATHROOM ),2908180,Simone,Manhattan,East Harlem,40.7898,-73.94213,Private room,125,5,59,2019-07-02,2.03,1,110
15733597,Bright and Charming Private Room in Williamburg!,57109253,Naveen,Brooklyn,Williamsburg,40.71365,-73.96232,Private room,70,3,12,2018-10-10,0.38,1,188
15733832,Ponerse las Pilas - VIVO NYC!!!,101653570,The Wrights,Brooklyn,Bedford-Stuyvesant,40.68955,-73.95117,Private room,59,2,195,2019-06-21,6.01,3,40
15734642,"Sunny huge room, 15m away from Manhattan",8076786,Suri,Brooklyn,Sunset Park,40.65888,-74.00044,Private room,89,1,2,2019-06-25,0.1,3,281
15734793,The Perfect Pied-à-Terre for You!!!,101653570,The Wrights,Brooklyn,Bedford-Stuyvesant,40.68908,-73.95545,Private room,59,2,171,2019-06-20,5.26,3,57
15735169,Spacious studio in Upper East Side,85726670,Priscilla,Manhattan,Upper East Side,40.77043,-73.95557,Entire home/apt,150,3,2,2019-06-09,0.08,1,0
15735305,Wyndham Midtown Condo with Full Kitchen SPECIAL!,96098402,Wynpoints,Manhattan,Midtown,40.75365,-73.97151,Private room,369,3,8,2017-02-13,0.25,12,365
15736079,King Sized Serenity,17043144,Kat,Brooklyn,Bushwick,40.70018,-73.93858,Private room,55,3,1,2016-11-15,0.03,1,0
15736953,Serenity Near Time Square,83246395,Roshelle,Manhattan,Hell's Kitchen,40.75764,-73.98963,Private room,150,2,0,,,1,0
15739930,Cozy Room Amazingly Located in Williamsburg !,44706272,Sophia And Shannon,Brooklyn,Williamsburg,40.70835,-73.955,Private room,45,3,4,2017-07-30,0.13,1,0
15740172,"Beautiful Room close to JFK, La Guardia, LIR",101712494,Alphanso,Queens,Rosedale,40.67126,-73.72982,Private room,55,2,4,2017-10-22,0.13,2,349
15741448,"Convenient to JFK, La Guardia Airport and Dining",101712494,Alphanso,Queens,Rosedale,40.67104,-73.73006,Private room,55,2,12,2018-09-01,0.37,2,355
15742916,Bright and Beautiful 1br Apartment in Little Italy,8881924,Seyhan,Manhattan,Little Italy,40.71819,-73.99786,Entire home/apt,196,6,6,2019-05-27,0.2,1,268
15743151,❤️ Beautiful/Spacious/Convenient BK Apartment!,11075539,Brett,Brooklyn,Bushwick,40.69688,-73.93396,Private room,69,2,96,2019-06-30,2.93,1,36
15745269,Cozy and spacious 1 BR near Columbia University,25851147,Victoria,Manhattan,Harlem,40.81736,-73.95294,Private room,65,3,49,2019-05-24,1.5,1,46
15745411,Quiet Private Bedroom with Full Size Bed in LES,6109872,Severine,Manhattan,Lower East Side,40.7209,-73.98428,Private room,100,2,16,2017-12-10,0.5,1,66
15745528,2 TwinXL Beds Walk-To TIME SQUARE #ForReal,51830483,Nathan,Manhattan,Hell's Kitchen,40.76028,-73.98846,Private room,92,1,140,2019-06-17,4.29,2,152
15745537,★Hip ★Subway 1 min ★Backyard  ★3Beds ★Huge ★Duplex,5321130,Anna,Brooklyn,Bedford-Stuyvesant,40.68915,-73.95245,Entire home/apt,365,5,77,2019-06-20,2.44,1,112
15746736,Stylish Williamsburg One Bedroom Apartment,101772343,Liz,Brooklyn,Williamsburg,40.71585,-73.95325,Entire home/apt,136,30,8,2019-04-16,0.3,1,0
15751495,"Entire home in East Village, 2BD, Family friendly",1515114,Roman,Manhattan,East Village,40.72503,-73.97851,Entire home/apt,300,10,4,2019-05-14,0.53,1,16
15753014,"Classic Brklyn brick house w 2 bedrooms, sleeps 6.",18314550,Tim,Brooklyn,Sunset Park,40.66451,-73.99342,Entire home/apt,175,2,6,2019-04-19,0.2,1,18
15754561,A beautiful comfy & spacious room.,87370616,Francisca,Bronx,Longwood,40.82006,-73.90332,Private room,80,2,77,2019-07-07,2.37,2,365
15755439,2 bedroom  apartment in front of prospect park,3033622,Jose,Brooklyn,Windsor Terrace,40.65237,-73.97365,Entire home/apt,90,7,1,2017-12-31,0.05,2,210
15756117,Chic Bedford Studio,3484474,Sophia,Brooklyn,Bedford-Stuyvesant,40.68561,-73.95431,Entire home/apt,150,30,13,2019-05-31,0.41,1,220
15756248,Glamorous upper west side Private room,12210788,Moustafa,Manhattan,Upper West Side,40.79516,-73.96813,Private room,119,1,117,2019-06-09,3.61,1,365
15757847,Cozy Top Floor Apartment in Lovely Astoria,24867105,Jane + Abe,Queens,Ditmars Steinway,40.77176,-73.90885,Private room,75,3,0,,,1,0
15758511,"Super spacious LES apt, close to subway/good eats!",903086,Kasey,Manhattan,Lower East Side,40.71206,-73.98824,Private room,99,5,0,,,1,0
15758526,3 bed duplex HUGE private deck/ PRIME Williamsburg,9718720,Teddie,Brooklyn,Williamsburg,40.71889,-73.95786,Entire home/apt,450,5,15,2019-05-19,0.49,1,60
15758553,Luxurious Williamsburg Loft with Private Patio,14258860,Alvaro,Brooklyn,Williamsburg,40.71809,-73.95283,Entire home/apt,200,5,1,2016-11-13,0.03,1,0
15758640,Large unit in Prospect Park area townhouse,5435740,Kim & Rupert,Brooklyn,Prospect-Lefferts Gardens,40.65989,-73.95386,Entire home/apt,99,2,96,2019-05-29,2.98,1,0
15761285,Beautiful & spacious apartment on Upper East Side,24425145,Alexandra,Manhattan,Upper East Side,40.76395,-73.96196,Entire home/apt,270,1,3,2018-03-25,0.1,1,0
15765350,Doorman 2 Bed GYM DECK 5212,16098958,Jeremy & Laura,Manhattan,Murray Hill,40.74437,-73.97295,Entire home/apt,190,30,4,2019-01-14,0.13,96,331
15767882,"Sixth Ave Chelsea, Studio Serviced Apartment",22541573,Ken,Manhattan,Chelsea,40.74565,-73.99183,Entire home/apt,205,30,1,2017-12-08,0.05,87,365
15768540,"Cozy Bushwick room w/  balcony, Longterm avail.!",868197,Coco,Brooklyn,Bushwick,40.69945,-73.92255,Private room,39,16,38,2019-06-01,1.21,1,192
15769652,Luxury Four-Bedroom/Six Bed Apt - Prime Chelsea,101976032,Jay,Manhattan,Chelsea,40.74407,-73.99366,Entire home/apt,499,4,69,2019-06-18,2.13,1,280
15769964,Stunning 1-Bedroom NYC Apartment on the River!,30283594,Kara,Manhattan,Hell's Kitchen,40.7617,-73.99762,Entire home/apt,275,30,2,2017-09-17,0.08,121,365
15770469,Large sunny room Williamsburg ten mins to City,101982307,Belinda,Brooklyn,Williamsburg,40.71512,-73.95655,Private room,80,2,29,2018-10-30,0.9,2,34
15772067,"SOHO,TRIBECA,LOFT,4500sqft.",46990279,Phenix,Manhattan,Tribeca,40.71634,-74.00505,Entire home/apt,1500,2,4,2017-09-15,0.12,1,365
15772447,Big Sunny Room in Huge DUMBO Loft,90025899,Craig,Brooklyn,DUMBO,40.70416,-73.98539,Private room,105,2,146,2019-06-30,4.52,1,62
15772473,Duplex Penthouse between Union Sq and East Village,12733096,Nuno,Manhattan,East Village,40.73296,-73.98884,Entire home/apt,275,2,0,,,1,0
15772750,"Bright, Cozy &  Quiet ""TreeFort""-type ONE bedroom",88895712,Matthew,Brooklyn,Williamsburg,40.71738,-73.94527,Entire home/apt,150,4,11,2019-01-04,0.36,1,0
15773388,Cozy room in South Williamsburg BK,795031,D M,Brooklyn,Williamsburg,40.70809,-73.9519,Private room,70,2,117,2019-06-18,3.71,2,35
15773659,Cozy studio in Chelsea for one or two travellers,6834967,Harry,Manhattan,Chelsea,40.74124,-74.00025,Entire home/apt,150,6,1,2016-11-21,0.03,1,0
15774003,Summer 2019 Modern 2 Bedroom Flat New York City,97657342,Will & Kim,Brooklyn,Sheepshead Bay,40.60396,-73.95761,Entire home/apt,146,3,98,2019-07-01,3.11,1,79
15774166,Lovely Bright Upper East Side,28966357,Dorothy,Manhattan,East Harlem,40.78697,-73.94469,Private room,99,2,90,2019-05-12,2.79,3,92
15774210,"beautiful artistic 1 bdrm in Park Slope, Brooklyn",14370,Misha,Brooklyn,Park Slope,40.67358,-73.97171,Entire home/apt,125,7,1,2017-01-04,0.03,1,0
15774266,Private modern suite in tree lined Windsor Terrace,102016115,Elizabeth,Brooklyn,Windsor Terrace,40.65131,-73.97866,Private room,125,2,89,2019-06-23,2.78,1,310
15774629,"Spacious, Great Location, Garden, 1 stop to City.",101883929,Timothy,Brooklyn,Boerum Hill,40.68326,-73.98004,Entire home/apt,182,4,83,2019-06-23,2.82,1,254
15775049,Room in charming new apartment,16878736,Gabriela,Brooklyn,Bedford-Stuyvesant,40.67989,-73.94298,Private room,55,2,16,2019-01-01,0.52,1,311
15775237,Beautiful Brownstone in Boerum Hill,5450219,Thomas,Brooklyn,Boerum Hill,40.68501,-73.98581,Entire home/apt,255,3,16,2019-06-09,0.52,1,33
15777411,"NYMT21-6 LUXURY! 1 bedroom,Cozy,Gym,doorman Ap-2",39890192,Laura,Manhattan,Hell's Kitchen,40.76383,-73.98947,Entire home/apt,160,45,17,2019-05-09,0.54,12,281
15778177,"NYMT03-1 Luxury! 1 bedroom apt,Cozy,Gym,Rooftop 3",39890192,Laura,Manhattan,Hell's Kitchen,40.76399,-73.98971,Entire home/apt,160,45,16,2019-05-10,0.52,12,345
15781214,Large Cozy Bedroom in Manhattan,102072740,Lindsay,Manhattan,Washington Heights,40.83837,-73.94224,Private room,75,1,2,2018-05-23,0.06,1,0
15781324,Inviting One Bedroom Apt in Prospect Heights,61842904,Catherine,Brooklyn,Prospect Heights,40.67821,-73.96588,Entire home/apt,125,30,6,2019-01-31,0.23,3,55
15781521,Private Room in a 3 Bedroom Apartment!,24215329,Rohan,Brooklyn,Bedford-Stuyvesant,40.68697,-73.92271,Private room,60,2,0,,,1,0
15781578,Bedstuy Brooklyn Huge Bed Room with Two Windows,102075715,Juan Carlos,Brooklyn,Bedford-Stuyvesant,40.68541,-73.95224,Private room,80,1,1,2019-06-30,1.0,1,350
15782266,Two BDRM Perfect CHTWN Manhattan!,101978485,Karline,Manhattan,Two Bridges,40.71165,-73.9993,Entire home/apt,125,1,59,2019-04-20,1.82,1,88
15782300,Dream Room in Modern Apartment,102080453,Gabriela,Brooklyn,Bedford-Stuyvesant,40.694,-73.94675,Private room,54,1,166,2019-06-22,5.09,2,0
15783216,1889 Brooklyn Firehouse Apt. Clinton Hill-BedStuy,45009,Luke,Brooklyn,Bedford-Stuyvesant,40.69395,-73.95934,Entire home/apt,170,2,149,2019-06-28,4.6,1,1
15783413,Classic NYC House - Large 3-Bed 2-Bath Apartment,44498923,Alexandra,Queens,Sunnyside,40.74075,-73.92619,Entire home/apt,115,3,143,2019-06-23,4.43,1,3
15783719,Private Room in Bright Roomy 3br Brooklyn Apart.,59059294,Eric,Brooklyn,Kensington,40.6378,-73.9696,Private room,65,4,7,2019-05-27,0.22,1,0
15783766,Cozy easy village apartment in central location,1546439,Isabel,Manhattan,East Village,40.72868,-73.99036,Private room,50,4,1,2016-11-28,0.03,1,0
15783953,"Sun-drenched apartment, 20 mins to Manhattan",12475280,George,Brooklyn,Bedford-Stuyvesant,40.68899,-73.95555,Private room,44,28,0,,,1,0
15784377,"Sixth Ave Chelsea, 1bd Serviced Apartment*",22541573,Ken,Manhattan,Chelsea,40.74584,-73.99103,Entire home/apt,229,30,3,2019-03-08,0.12,87,364
15784598,Sleeps 6! 2 beds/2 ba Manhattan  1300 sq feet huge,90095700,Lee,Manhattan,Financial District,40.70966,-74.00762,Entire home/apt,375,29,0,,,1,283
15785088,"Spacious 2 BR Clinton Hill Apartment-Brooklyn, NY",102103075,Edna + Isaiah,Brooklyn,Crown Heights,40.67923,-73.96286,Entire home/apt,139,1,216,2019-06-30,6.64,1,257
15785785,Harrigan Luxury Townhouse Suite,102108786,Marie,Brooklyn,East New York,40.6724,-73.88839,Private room,300,3,8,2019-05-06,0.26,2,80
15786428,Entire Floor in Great Location & beautiful Garden,24360599,Iwona,Brooklyn,South Slope,40.66132,-73.98678,Entire home/apt,85,5,5,2019-01-03,0.16,1,0
15787037,Huge room near Manhattan w/ balcony & free pickup!,83627325,Jared,Queens,Sunnyside,40.74481,-73.91671,Private room,139,1,3,2018-07-20,0.12,4,365
15787042,"Cozy 1 Bedroom in Brooklyn, near park and shops",33626735,Maureen,Brooklyn,Crown Heights,40.67143,-73.92971,Entire home/apt,83,30,7,2019-01-06,0.22,1,311
15787405,1 bedroom and office room or 2 beds,52835849,Heather,Brooklyn,Bushwick,40.70165,-73.92938,Private room,50,7,0,,,2,89
15788050,Beautiful Room in Modern Apartment,102080453,Gabriela,Brooklyn,Bedford-Stuyvesant,40.69413,-73.94481,Private room,49,1,153,2019-06-23,4.72,2,0
15788270,Bright 1 bedroom apartment in the Village,7755859,Pierre,Manhattan,East Village,40.72891,-73.98797,Entire home/apt,120,6,46,2019-07-06,1.75,1,40
15788312,"Subway, Subway, Subway - AAA+ Location!!!",101653570,The Wrights,Brooklyn,Williamsburg,40.70006,-73.95388,Private room,79,2,167,2019-06-14,5.14,3,21
15789023,Stay in a Private Room Close to Manhattan :),8076496,Agnes,Queens,Astoria,40.76982,-73.93501,Private room,60,4,6,2019-06-06,0.28,1,96
15789384,Private NYC spot,35667639,Chris,Manhattan,Stuyvesant Town,40.73167,-73.98146,Private room,175,1,6,2017-05-22,0.19,1,180
